,Movie,Director,Running time,Actor 1,Genre,Budget,Box Office,Earnings,Oscar and Golden Globes awards,Release year,IMDb score
982,Two Weeks Notice,Marc Lawrence,101,Dorian Missick,Comedy,60000000,200000000,140000000,0.0,2002,6.1
983,U-571,Jonathan Mostow,116,Matthew McConaughey,Action,62000000,130000000,68000000,0.0,2000,6.6
984,Ultraviolet,Kurt Wimmer,94,Milla Jovovich,Action,30000000,31000000,1000000,0.0,2006,4.4
985,Unbreakable,M. Night Shyamalan,106,Robin Wright,Drama,75000000,248000000,173000000,0.0,2000,7.2
986,Unbroken,Angelina Jolie,137,Finn Wittrock,Biography,65000000,163000000,98000000,0.0,2014,7.2
987,Under the Tuscan Sun,Audrey Wells,113,Raoul Bova,Comedy,18000000,58000000,40000000,0.0,2003,6.7
988,Underworld: Awakening,Måns Mårlind,88,Theo James,Action,70000000,160000000,90000000,0.0,2012,6.4
989,Underworld: Evolution,Len Wiseman,102,Sophia Myles,Action,50000000,62600000,12600000,0.0,2006,6.8
990,Underworld: Rise of the Lycans,Patrick Tatopoulos,92,Craig Parker,Action,35000000,91000000,56000000,0.0,2009,6.6
991,Undisputed,Walter Hill,94,Fisher Stevens,Action,20000000,10000000,-10000000,0.0,2002,6.1
992,Unfinished Business,Ken Scott,91,Tom Wilkinson,Comedy,35000000,14000000,-21000000,0.0,2015,5.4
993,Unknown,Jaume Collet-Serra,113,Liam Neeson,Action,30000000,100000000,70000000,0.0,2011,6.9
994,Unleashed,Louis Leterrier,103,Morgan Freeman,Action,45000000,101000000,56000000,0.0,2005,7.0
995,Untraceable,Gregory Hoblit,101,Billy Burke,Crime,35000000,52000000,17000000,0.0,2008,6.2
996,V for Vendetta,James McTeigue,132,Natalie Portman,Action,54000000,132000000,78000000,0.0,2005,8.2
997,Vacation,John Francis Daley,99,Chris Hemsworth,Adventure,31000000,62000000,31000000,0.0,2015,6.1
998,Valentine's Day,Garry Marshall,125,Bradley Cooper,Comedy,52000000,216000000,164000000,0.0,2010,5.7
999,Valiant,Gary Chapman,76,Jim Broadbent,Animation,35000000,37000000,2000000,0.0,2005,5.6
1000,Vamps,Amy Heckerling,92,Taylor Negron,Comedy,16000000,1000000,-15000000,0.0,2012,5.1
1001,Vantage Point,Pete Travis,90,Dennis Quaid,Crime,40000000,77000000,37000000,0.0,2008,6.6
1002,Vertical Limit,Martin Campbell,124,Nicholas Lea,Action,75000000,215000000,140000000,0.0,2000,5.9
1003,Victor Frankenstein,Paul McGuigan,110,Daniel Radcliffe,Thriller,40000000,32500000,-7500000,0.0,2015,6.0
1004,Victor Frankenstein,Paul McGuigan,110,Daniel Radcliffe,Thriller,40000000,43000000,3000000,0.0,2015,6.0
1005,Victor Frankenstein,Paul McGuigan,110,Daniel Radcliffe,Thriller,40000000,34000000,-6000000,0.0,2015,6.0
1006,Virgin Territory,David Leland,97,Hayden Christensen,Adventure,38000000,2100000,-35900000,0.0,2007,4.8
1007,Walk Hard: The Dewey Cox Story,Jake Kasdan,120,Tim Meadows,Comedy,35000000,20000000,-15000000,0.0,2007,6.7
1008,Walking Tall,Kevin Bray,86,Dwayne Johnson,Action,56000000,57000000,1000000,0.0,2004,6.2
1009,Walking with Dinosaurs 3D,Barry Cook,87,Charlie Rowe,Animation,80000000,126000000,46000000,0.0,2013,5.2
1010,Wall Street: Money Never Sleeps,Oliver Stone,136,Frank Langella,Drama,70000000,135000000,65000000,0.0,2010,6.3
1011,Wanted,Timur Bekmambetov,110,Angelina Jolie,Action,75000000,342000000,267000000,0.0,2008,6.7
1012,Warcraft,Duncan Jones,123,Dominic Cooper,Action,160000000,439000000,279000000,0.0,2016,7.3
1013,Water for Elephants,Francis Lawrence,120,Robert Pattinson,Drama,38000000,117000000,79000000,0.0,2011,6.9
1014,We Are Marshall,McG,131,Matthew McConaughey,Drama,65000000,96000000,31000000,0.0,2006,7.1
1015,We Were Soldiers,Randall Wallace,124,Jon Hamm,Action,75000000,115000000,40000000,0.0,2002,7.1
1016,Welcome to Collinwood,Anthony Russo,86,Michael Jeter,Comedy,12000000,4600000,-7400000,0.0,2002,6.4
1017,We're the Millers,Rawson Marshall Thurber,118,Laura-Leigh,Comedy,37000000,270000000,233000000,0.0,2013,7.0
1018,What Just Happened,Barry Levinson,104,Robert De Niro,Comedy,25000000,6700000,-18300000,0.0,2008,5.7
1019,What Lies Beneath,Robert Zemeckis,130,Harrison Ford,Drama,100000000,291000000,191000000,0.0,2000,6.6
1020,What Planet Are You From?,Mike Nichols,87,Judy Greer,Comedy,50000000,14500000,-35500000,0.0,2000,5.6
1021,What to Expect When You're Expecting,Kirk Jones,110,Anna Kendrick,Comedy,40000000,84500000,44500000,0.0,2012,5.7
1022,Whatever Works,Woody Allen,92,Larry David,Comedy,15000000,35000000,20000000,0.0,2009,7.2
1023,What's the Worst That Could Happen?,Sam Weisman,94,Bernie Mac,Comedy,45000000,57200000,12200000,0.0,2001,5.5
1024,When Did You Last See Your Father?,Anand Tucker,92,Colin Firth,Biography,8000000,1500000,-6500000,0.0,2007,6.9
1025,Where the Truth Lies,Atom Egoyan,107,Colin Firth,Crime,25000000,3500000,-21500000,0.0,2005,6.5
1026,Where the Wild Things Are,Spike Jonze,101,Catherine O'Hara,Adventure,100000000,100000000,0,0.0,2009,6.8
1027,White Chicks,Keenen Ivory Wayans,109,Busy Philipps,Comedy,37000000,113000000,76000000,0.0,2004,5.4
1028,White House Down,Roland Emmerich,131,Channing Tatum,Action,150000000,205000000,55000000,0.0,2013,6.4
1029,Whiteout,Dominic Sena,101,Tom Skerritt,Action,35000000,19000000,-16000000,0.0,2009,5.5
1030,Why Did I Get Married Too?,Tyler Perry,121,Michael Jai White,Comedy,20000000,60000000,40000000,0.0,2010,4.4
1031,Why Did I Get Married?,Tyler Perry,113,Michael Jai White,Comedy,15000000,60000000,45000000,0.0,2007,5.6
1032,Wimbledon,Richard Loncraine,98,Kirsten Dunst,Comedy,31000000,20000000,-11000000,0.0,2004,6.3
1033,Windtalkers,John Woo,153,Nicolas Cage,Action,115000000,77600000,-37400000,0.0,2002,6.0
1034,Winnie the Pooh,Stephen J. Anderson,63,Craig Ferguson,Animation,30000000,72000000,42000000,0.0,2011,7.3
1035,Winter's Tale,Akiva Goldsman,118,Matt Bomer,Drama,60000000,10000000,-50000000,0.0,2014,6.2
1036,World Trade Center,Oliver Stone,129,Nicolas Cage,Drama,63000000,163000000,100000000,0.0,2006,6.0
1037,World War Z,Marc Forster,123,Peter Capaldi,Action,190000000,788000000,598000000,0.0,2013,7.0
1038,Wrath of the Titans,Jonathan Liebesman,99,Liam Neeson,Action,150000000,305000000,155000000,0.0,2012,5.8
1039,Xi you ji zhi: Sun Wukong san da Baigu Jing,Pou-Soi Cheang,119,Li Gong,Action,68005000,28000000,-40005000,0.0,2016,6.0
1040,X-Men 2,Bryan Singer,134,Hugh Jackman,Action,110000000,407000000,297000000,0.0,2003,7.5
1041,X-Men Origins: Wolverine,Gavin Hood,119,Hugh Jackman,Action,150000000,373000000,223000000,0.0,2009,6.7
1042,X-Men: Apocalypse,Bryan Singer,144,Jennifer Lawrence,Action,178000000,544000000,366000000,0.0,2016,7.3
1043,X-Men: First Class,Matthew Vaughn,132,Jennifer Lawrence,Action,160000000,354000000,194000000,0.0,2011,7.8
1044,X-Men: The Last Stand,Brett Ratner,104,Hugh Jackman,Action,210000000,234000000,24000000,0.0,2006,6.8
1045,xXx,Rob Cohen,132,Vin Diesel,Action,70000000,277000000,207000000,0.0,2002,5.8
1046,xXx: State of the Union,Lee Tamahori,101,Sunny Mabrey,Action,87000000,71000000,-16000000,0.0,2005,4.3
1047,Year One,Harold Ramis,100,Olivia Wilde,Adventure,60000000,60000000,0,0.0,2009,4.9
1048,Yes Man,Peyton Reed,104,Bradley Cooper,Comedy,70000000,225000000,155000000,0.0,2008,6.8
1049,Yogi Bear,Eric Brevig,80,Justin Timberlake,Animation,80000000,201000000,121000000,0.0,2010,4.6
1050,You Again,Andy Fickman,105,Jamie Lee Curtis,Comedy,20000000,32000000,12000000,0.0,2010,5.8
1051,You Don't Mess with the Zohan,Dennis Dugan,113,Adam Sandler,Action,90000000,199000000,109000000,0.0,2008,5.5
1052,You Will Meet a Tall Dark Stranger,Woody Allen,98,Anthony Hopkins,Comedy,22000000,22000000,0,0.0,2010,6.3
1053,You Me and Dupree,Anthony Russo,110,Todd Stashwick,Comedy,54000000,75000000,21000000,0.0,2006,5.6
1054,Your Highness,David Gordon Green,102,Natalie Portman,Adventure,49900000,26800000,-23100000,0.0,2011,5.6
1055,Zathura: A Space Adventure,Jon Favreau,101,Kristen Stewart,Action,65000000,64000000,-1000000,0.0,2005,6.1
1056,Zookeeper,Frank Coraci,102,Rosario Dawson,Comedy,80000000,170000000,90000000,0.0,2011,5.2
1057,Zoolander 2,Ben Stiller,102,Milla Jovovich,Comedy,50000000,55900000,5900000,0.0,2016,4.8
1058,Zoolander,Ben Stiller,90,Milla Jovovich,Comedy,28000000,60000000,32000000,0.0,2001,6.6
1059,Zoom,Peter Hewitt,83,Kevin Zegers,Action,35000000,12000000,-23000000,0.0,2006,4.2
1060,102 Dalmatians,Kevin Lima,100,Ioan Gruffudd,Adventure,85000000,183000000,98000000,0.0,2000,4.8
1061,13 Going on 30,Gary Winick,98,Jennifer Garner,Comedy,37000000,114000000,77000000,0.0,2004,6.1
1062,15 Minutes,John Herzfeld,120,Robert De Niro,Action,42000000,101000000,59000000,0.0,2001,6.1
1063,21 Jump Street,Phil Lord,109,Channing Tatum,Action,42000000,201000000,159000000,1.0,2012,7.2
1064,28 Days,Betty Thomas,103,Steve Buscemi,Comedy,43000000,115000000,72000000,0.0,2000,6.0
1065,42,Brian Helgeland,128,Harrison Ford,Biography,40000000,97000000,57000000,0.0,2013,7.5
1066,8 Mile,Curtis Hanson,110,Mekhi Phifer,Drama,41000000,242000000,201000000,1.0,2002,7.0
1067,A Good Year,Ridley Scott,117,Archie Panjabi,Comedy,35000000,43000000,8000000,0.0,2006,6.9
1068,Across the Universe,Julie Taymor,133,Jim Sturgess,Drama,45000000,29000000,-16000000,0.0,2007,7.4
1069,Across the Universe,Julie Taymor,133,Jim Sturgess,Drama,70000000,29700000,-40300000,0.0,2007,7.4
1070,Alfie,Charles Shyer,103,Omar Epps,Comedy,60000000,55000000,-5000000,0.0,2004,6.2
1071,American Wedding,Jesse Dylan,74,Alyson Hannigan,Comedy,55000000,231000000,176000000,0.0,2003,6.3
1072,Ant-Man,Peyton Reed,117,Judy Greer,Action,130000000,519000000,389000000,0.0,2015,7.4
1073,Around the World in 80 Days,Frank Coraci,120,Jim Broadbent,Action,110000000,72000000,-38000000,0.0,2004,5.8
1074,Australia,Baz Luhrmann,165,Essie Davis,Adventure,130000000,211000000,81000000,0.0,2008,6.6
1075,Avengers: Age of Ultron,Joss Whedon,141,Chris Hemsworth,Action,250000000,1405000000,1155000000,0.0,2015,7.5
1076,Batman Begins,Christopher Nolan,128,Christian Bale,Action,150000000,374000000,224000000,0.0,2005,8.3
1077,Bee Movie,Steve Hickner,91,Matthew Broderick,Animation,150000000,287000000,137000000,0.0,2007,6.2
1078,Beowulf,Robert Zemeckis,115,Robin Wright,Action,150000000,196000000,46000000,0.0,2007,6.3
1079,Big Fish,Tim Burton,125,Steve Buscemi,Adventure,70000000,123000000,53000000,0.0,2003,8.0
1080,Big Hero 6,Don Hall,102,Damon Wayans Jr.,Action,165000000,658000000,493000000,1.0,2014,7.9
1081,Bolt,Byron Howard,96,Chloë Grace Moretz,Animation,150000000,309000000,159000000,0.0,2008,6.9
1082,Brave,Mark Andrews,93,Kelly Macdonald,Animation,185000000,539000000,354000000,1.0,2012,7.2
1083,Captain America: The First Avenger,Joe Johnston,124,Chris Evans,Action,140000000,370000000,230000000,0.0,2011,6.9
1084,Cars,John Lasseter,117,John Ratzenberger,Animation,120000000,462000000,342000000,0.0,2006,7.2
1085,Charlie's Angels: Full Throttle,McG,107,Demi Moore,Action,120000000,259000000,139000000,0.0,2003,4.8
1086,Chicken Run,Peter Lord,84,Imelda Staunton,Animation,45000000,224000000,179000000,0.0,2000,7.0
1087,Children of Men,Alfonso Cuarón,109,Charlie Hunnam,Sci-Fi,76000000,70000000,-6000000,0.0,2006,7.9
1088,Cinderella,Kenneth Branagh,105,Hayley Atwell,Drama,95000000,544000000,449000000,0.0,2015,7.0
1089,City of Ember,Gil Kenan,90,Bill Murray,Adventure,55000000,17900000,-37100000,0.0,2008,6.5
1090,Clash of the Titans,Louis Leterrier,106,Liam Neeson,Action,125000000,493000000,368000000,0.0,2010,5.8
1091,Cloudy with a Chance of Meatballs,Phil Lord,90,Will Forte,Animation,100000000,243000000,143000000,0.0,2009,7.0
1092,Dark Shadows,Tim Burton,113,Johnny Depp,Comedy,100000000,245000000,145000000,0.0,2012,6.2
1093,Date Night,Shawn Levy,101,Mila Kunis,Comedy,55000000,152000000,97000000,0.0,2010,6.3
1094,Dawn of the Planet of the Apes,Matt Reeves,130,Gary Oldman,Action,170000000,711000000,541000000,0.0,2014,7.6
1095,Deadpool,Tim Miller,108,Ryan Reynolds,Action,58000000,786000000,728000000,0.0,2016,8.1
1096,Die Another Day,Lee Tamahori,133,Toby Stephens,Action,142000000,432000000,290000000,0.0,2002,6.1
1097,Dolphin Tale 2,Charles Martin Smith,107,Morgan Freeman,Drama,36000000,40000000,4000000,0.0,2014,6.4
1098,Dragon Wars: D-War,Hyung-rae Shim,107,Robert Forster,Action,32000000,75000000,43000000,0.0,2007,3.6
1099,Eastern Promises,David Cronenberg,96,Viggo Mortensen,Crime,25000000,56600000,31600000,0.0,2007,7.7
1100,Eat Pray Love,Ryan Murphy,140,James Franco,Drama,60000000,204000000,144000000,0.0,2010,5.7
1101,Envy,Barry Levinson,99,Amy Poehler,Comedy,40000000,55000000,15000000,0.0,2004,4.8
1102,Evan Almighty,Tom Shadyac,96,Jimmy Bennett,Comedy,175000000,175000000,0,0.0,2007,5.4
1103,Fifty Shades of Grey,Sam Taylor-Johnson,129,Jennifer Ehle,Drama,40000000,571000000,531000000,0.0,2015,4.1
1104,Finding Forrester,Gus Van Sant,136,F. Murray Abraham,Drama,43000000,80000000,37000000,0.0,2000,7.3
1105,Flame and Citron,Ole Christian Madsen,45,Lars Mikkelsen,Drama,8000000,12000000,4000000,1.0,2008,7.3
1106,Frankenweenie,Tim Burton,87,Martin Landau,Animation,39000000,80000000,41000000,0.0,2012,7.0
1107,Frequency,Gregory Hoblit,118,Dennis Quaid,Crime,31000000,47000000,16000000,0.0,2000,7.3
1108,Friends with Benefits,Will Gluck,109,Mila Kunis,Comedy,35000000,150000000,115000000,0.0,2011,6.6
1109,Furious 7,James Wan,140,Jason Statham,Action,190000000,540000000,350000000,0.0,2015,7.2
1110,Fury,David Ayer,134,Brad Pitt,Action,68000000,211000000,143000000,0.0,2014,7.6
1111,Garden State,Zach Braff,102,Armando Riesco,Comedy,2500000,35000000,32500000,0.0,2004,7.6
1112,Gone Girl,David Fincher,149,Patrick Fugit,Crime,61000000,369000000,308000000,0.0,2014,8.1
1113,Guess Who,Kevin Rodney Sullivan,105,Bernie Mac,Comedy,35000000,68000000,33000000,0.0,2005,5.9
1114,Hanna,Joe Wright,111,Jessica Barden,Action,30000000,40000000,10000000,0.0,2011,6.8
1115,Harry Potter and the Goblet of Fire,Mike Newell,157,Robert Pattinson,Adventure,150000000,896000000,746000000,0.0,2005,7.6
1116,Harry Potter and the Half-Blood Prince,David Yates,153,Alan Rickman,Adventure,250000000,934000000,684000000,0.0,2009,7.5
1117,Hearts in Atlantis,Scott Hicks,101,Anthony Hopkins,Drama,31000000,50000000,19000000,0.0,2001,6.9
1118,Hellboy II: The Golden Army,Guillermo del Toro,120,Seth MacFarlane,Action,85000000,160000000,75000000,0.0,2008,7.0
1119,Hero,Yimou Zhang,80,Jet Li,Action,31000000,177000000,146000000,0.0,2002,7.9
1120,Hero,Yimou Zhang,80,Jet Li,Action,31000000,53000000,22000000,0.0,2002,7.9
1121,Hidalgo,Joe Johnston,136,J.K. Simmons,Action,100000000,108000000,8000000,0.0,2004,6.7
1122,Hollow Man,Paul Verhoeven,119,Greg Grunberg,Action,95000000,190000000,95000000,0.0,2000,5.7
1123,Horrible Bosses,Seth Gordon,106,Kevin Spacey,Comedy,35000000,209000000,174000000,0.0,2011,6.9
1124,Hotel Transylvania,Genndy Tartakovsky,91,Steve Buscemi,Animation,85000000,358000000,273000000,0.0,2012,7.1
1125,House of Sand and Fog,Vadim Perelman,126,Frances Fisher,Drama,15000000,22000000,7000000,0.0,2003,7.6
1126,How to Train Your Dragon 2,Dean DeBlois,102,Gerard Butler,Action,145000000,621000000,476000000,0.0,2014,7.9
1127,Hulk,Ang Lee,138,Kevin Rankin,Sci-Fi,137000000,245000000,108000000,0.0,2003,5.7
1128,I Dreamed of Africa,Hugh Hudson,114,Liam Aiken,Adventure,34000000,11000000,-23000000,0.0,2000,5.6
1129,I Robot,Alex Proyas,115,Will Smith,Action,120000000,347000000,227000000,0.0,2004,7.1
1130,Ice Age: Continental Drift,Steve Martino,88,Peter Dinklage,Animation,95000000,877000000,782000000,0.0,2012,6.6
1131,Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,94,Denis Leary,Action,90000000,887000000,797000000,0.0,2009,7.0
1132,Identity Thief,Seth Gordon,120,Jon Favreau,Comedy,35000000,174000000,139000000,0.0,2013,5.7
1133,Iron Man 2,Jon Favreau,124,Robert Downey Jr.,Action,200000000,624000000,424000000,0.0,2010,7.0
1134,Iron Man 3,Shane Black,195,Robert Downey Jr.,Action,200000000,1120000000,920000000,0.0,2013,7.2
1135,It's Kind of a Funny Story,Anna Boden,101,Zoë Kravitz,Comedy,8000000,9000000,1000000,0.0,2010,7.2
1136,Jersey Boys,Clint Eastwood,134,Johnny Cannizzaro,Biography,40000000,67900000,27900000,0.0,2014,6.9
1137,John Q,Nick Cassavetes,116,Denzel Washington,Crime,36000000,102000000,66000000,0.0,2002,7.0
1138,Joy,David O. Russell,124,Jennifer Lawrence,Biography,60000000,101000000,41000000,0.0,2015,6.6
1139,Julie & Julia,Nora Ephron,123,Meryl Streep,Biography,40000000,129000000,89000000,0.0,2009,7.0
1140,Kill Bill: Vol. 1,Quentin Tarantino,111,David Carradine,Action,30000000,180000000,150000000,0.0,2003,8.1
1141,Kingdom of Heaven,Ridley Scott,194,Liam Neeson,Action,130000000,218000000,88000000,0.0,2005,7.2
1142,Kinsey,Bill Condon,118,Liam Neeson,Biography,11000000,7000000,-4000000,0.0,2004,7.1
1143,Kung Fu Panda 2,Jennifer Yuh Nelson,90,Angelina Jolie,Action,150000000,665000000,515000000,0.0,2011,7.3
1144,Legally Blonde 2: Red White & Blonde,Charles Herman-Wurmfeld,95,Mary Lynn Rajskub,Comedy,45000000,140000000,95000000,0.0,2003,4.6
1145,Lilo & Stitch,Dean DeBlois,85,Tia Carrere,Animation,80000000,273000000,193000000,0.0,2002,7.2
1146,Lone Survivor,Peter Berg,121,Jerry Ferrara,Action,40000000,155000000,115000000,0.0,2013,7.6
1147,Looper,Rian Johnson,119,Joseph Gordon-Levitt,Action,30000000,176000000,146000000,0.0,2012,7.4
1148,Lord of War,Andrew Niccol,122,Nicolas Cage,Crime,50000000,72000000,22000000,0.0,2005,7.6
1149,Love in the Time of Cholera,Mike Newell,139,Marcela Mar,Drama,45000000,31000000,-14000000,0.0,2007,6.4
1150,Maleficent,Robert Stromberg,97,Angelina Jolie,Action,180000000,758000000,578000000,1.0,2014,7.0
1151,Mandela: Long Walk to Freedom,Justin Chadwick,141,Terry Pheto,Biography,35000000,28000000,-7000000,0.0,2013,7.1
1152,Men in Black II,Barry Sonnenfeld,88,Will Smith,Action,140000000,441000000,301000000,0.0,2002,6.1
1153,Men of Honor,George Tillman Jr.,129,Robert De Niro,Biography,32000000,33000000,1000000,0.0,2000,7.2
1154,Micmacs,Jean-Pierre Jeunet,105,Omar Sy,Action,27000000,17000000,-10000000,0.0,2009,7.2
1155,Minions,Kyle Balda,91,Steve Carell,Animation,74000000,1160000000,1086000000,0.0,2015,6.4
1156,Minority Report,Steven Spielberg,145,Tom Cruise,Action,102000000,358000000,256000000,0.0,2002,7.7
1157,Miracle at St. Anna,Spike Lee,160,Joseph Gordon-Levitt,Action,45000000,89000000,44000000,0.0,2008,6.0
1158,Morning Glory,Roger Michell,107,Noah Bean,Comedy,40000000,60000000,20000000,0.0,2010,6.5
1159,Murder by Numbers,Barbet Schroeder,115,Ryan Gosling,Crime,50000000,38000000,-12000000,0.0,2002,6.1
1160,New Year's Eve,Garry Marshall,113,Robert De Niro,Comedy,56000000,142000000,86000000,0.0,2011,5.7
1161,Nim's Island,Jennifer Flackett,96,Gerard Butler,Adventure,37000000,100000000,63000000,0.0,2008,6.0
1162,Noah,Darren Aronofsky,138,Anthony Hopkins,Action,125000000,359000000,234000000,0.0,2014,5.8
1163,North Country,Niki Caro,126,Jeremy Renner,Drama,35000000,17000000,-18000000,1.0,2005,7.3
1164,Ocean's Eleven,Steven Soderbergh,116,Brad Pitt,Crime,85000000,451000000,366000000,0.0,2001,7.8
1165,Ocean's Twelve,Steven Soderbergh,125,Brad Pitt,Crime,110000000,362000000,252000000,0.0,2004,6.4
1166,Paddington,Paul King,95,Julie Walters,Animation,55000000,268000000,213000000,0.0,2014,7.2
1167,Pan,Joe Wright,111,Hugh Jackman,Adventure,150000000,128000000,-22000000,0.0,2015,5.8
1168,Panic Room,David Fincher,112,Kristen Stewart,Crime,48000000,197000000,149000000,0.0,2002,6.8
1169,Pete's Dragon,David Lowery,102,Bryce Dallas Howard,Adventure,65000000,143000000,78000000,0.0,2016,7.3
1170,Planet of the Apes,Tim Burton,119,Cary-Hiroyuki Tagawa,Action,100000000,362000000,262000000,0.0,2001,5.7
1171,Planet of the Apes,Tim Burton,119,Cary-Hiroyuki Tagawa,Action,100000000,180000000,80000000,0.0,2001,5.7
1172,Point Break,Ericson Core,114,Ray Winstone,Action,105000000,133000000,28000000,0.0,2015,5.3
1173,Ponyo,Hayao Miyazaki,101,Rumi Hiiragi,Animation,34000000,204000000,170000000,1.0,2008,7.7
1174,Poseidon,Wolfgang Petersen,98,Jimmy Bennett,Action,160000000,182000000,22000000,0.0,2006,5.6
1175,Prisoners,Denis Villeneuve,153,Hugh Jackman,Crime,46000000,122000000,76000000,0.0,2013,8.1
1176,Prometheus,Ridley Scott,124,Michael Fassbender,Sci-Fi,130000000,403000000,273000000,0.0,2012,7.0
1177,Public Enemies,Michael Mann,140,Johnny Depp,Biography,100000000,214000000,114000000,0.0,2009,7.0
1178,Puss in Boots,Chris Miller,90,Salma Hayek,Action,130000000,555000000,425000000,0.0,2011,6.7
1179,Radio,Michael Tollin,109,Alfre Woodard,Biography,35000000,48000000,13000000,0.0,2003,6.9
1180,Red Dragon,Brett Ratner,124,Philip Seymour Hoffman,Crime,78000000,209000000,131000000,0.0,2002,7.2
