,Movie,Director,Running time,Actor 1,Genre,Budget,Box Office,Earnings,Oscar and Golden Globes awards,Release year,IMDb score
2325,Saving Silverman,Dennis Dugan,96,Amanda Detmer,Comedy,22000000,26000000,4000000,0.0,2001,5.9
2326,Saw 3D: The Final Chapter,Kevin Greutert,90,Costas Mandylor,Horror,20000000,136000000,116000000,0.0,2010,5.6
2327,Saw II,Darren Lynn Bousman,95,Emmanuelle Vaugier,Horror,4000000,150000000,146000000,0.0,2005,6.6
2328,Saw III,Darren Lynn Bousman,121,Costas Mandylor,Horror,10000000,165000000,155000000,0.0,2006,6.2
2329,Saw IV,Darren Lynn Bousman,96,Costas Mandylor,Horror,10000000,140000000,130000000,0.0,2007,5.9
2330,Saw V,David Hackl,95,Julie Benz,Horror,10800000,140000000,129200000,0.0,2008,5.8
2331,Saw VI,Kevin Greutert,92,Costas Mandylor,Horror,11000000,68000000,57000000,0.0,2009,6.0
2332,Saw,James Wan,103,Michael Emerson,Horror,1200000,103000000,101800000,0.0,2004,7.7
2333,Say It Isn't So,J.B. Rogers,95,Eddie Cibrian,Comedy,25000000,12600000,-12400000,0.0,2001,4.9
2334,Scary Movie 5,Malcolm D. Lee,88,Marisa Saks,Comedy,20000000,78000000,58000000,0.0,2013,3.5
2335,School for Scoundrels,Todd Phillips,108,Jon Heder,Comedy,20000000,17000000,-3000000,0.0,2006,5.9
2336,Screwed,Scott Alexander,81,Sarah Silverman,Comedy,10000000,7000000,-3000000,0.0,2000,5.7
2337,Secretary,Steven Shainberg,104,Jeremy Davies,Comedy,4000000,9000000,5000000,0.0,2002,7.1
2338,Seed of Chucky,Don Mancini,88,Jason Flemyng,Comedy,12000000,24000000,12000000,0.0,2004,4.9
2339,Seeking a Friend for the End of the World,Lorene Scafaria,101,Steve Carell,Adventure,10000000,9900000,-100000,0.0,2012,6.7
2340,Self/less,Tarsem Singh,117,Ryan Reynolds,Action,26000000,30600000,4600000,0.0,2015,6.5
2341,September Dawn,Christopher Cain,111,Jon Gries,Drama,11000000,1200000,-9800000,0.0,2007,5.8
2342,Serendipity,Peter Chelsom,82,Lilli Lavine,Comedy,28000000,77000000,49000000,0.0,2001,6.9
2343,Serving Sara,Reginald Hudlin,99,Matthew Perry,Comedy,29000000,20000000,-9000000,0.0,2002,5.3
2344,Seven Psychopaths,Martin McDonagh,110,Abbie Cornish,Comedy,15000000,33000000,18000000,0.0,2012,7.2
2345,Severance,Christopher Smith,90,Danny Dyer,Comedy,5000000,5500000,500000,0.0,2006,6.6
2346,Sex Drive,Sean Anders,129,Katrina Bowden,Adventure,19000000,19000000,0,0.0,2008,6.5
2347,Shade,Damian Nieman,101,Glenn Plummer,Crime,6800000,4600000,-2200000,0.0,2003,6.4
2348,Shadow of the Vampire,E. Elias Merhige,92,Eddie Izzard,Thriller,8000000,11000000,3000000,0.0,2000,6.9
2349,Shame,Steve McQueen,101,Michael Fassbender,Drama,6500000,17100000,10600000,0.0,2011,7.3
2350,Shaolin Soccer,Stephen Chow,85,Wei Zhao,Action,10000000,42000000,32000000,0.0,2001,7.3
2351,Shark Lake,Jerry Dugan,92,Melissa Bolona,Thriller,2000000,1500000,-500000,0.0,2015,3.4
2352,Shark Night 3D,David R. Ellis,90,Chris Zylka,Horror,25000000,40000000,15000000,0.0,2011,4.0
2353,Shattered,Mike Barker,98,Gerard Butler,Crime,20000000,3800000,-16200000,0.0,2007,6.7
2354,Shaun of the Dead,Edgar Wright,99,Peter Serafinowicz,Comedy,4000000,30000000,26000000,0.0,2004,8.0
2355,Sherrybaby,Laurie Collyer,96,Brad William Henke,Drama,2000000,390000,-1610000,0.0,2006,6.6
2356,She's Out of My League,Jim Field Smith,104,Mike Vogel,Comedy,20000000,32000000,12000000,0.0,2010,6.4
2357,Sholem Aleichem: Laughing in the Darkness,Joseph Dorman,93,Rachel Dratch,Documentary,500000,590000,90000,0.0,2011,6.8
2358,Shooting the Warwicks,Adam Rifkin,95,Marri Savinar,Comedy,250000,5000000,4750000,0.0,2015,6.2
2359,Short Cut to Nirvana: Kumbh Mela,Maurizio Benazzo,85,The Dalai Lama,Documentary,200000,1000000,800000,0.0,2004,7.2
2360,Shortbus,John Cameron Mitchell,101,Sook-Yin Lee,Comedy,2000000,1000000,-1000000,0.0,2006,6.5
2361,Shutter,Masayuki Ochiai,90,James Kyson,Horror,8000000,48000000,40000000,0.0,2008,5.2
2362,Sicko,Michael Moore,123,Michael Moore,Documentary,9000000,24000000,15000000,1.0,2007,8.0
2363,Side Effects,Steven Soderbergh,106,Channing Tatum,Crime,30000000,66000000,36000000,0.0,2013,7.1
2364,Silent Hill: Revelation 3D,Michael J. Bassett,95,Radha Mitchell,Adventure,20000000,56000000,36000000,0.0,2012,5.0
2365,Silent House,Chris Kentis,86,Eric Sheffer Stevens,Thriller,2000000,13000000,11000000,0.0,2011,5.3
2366,Silver Linings Playbook,David O. Russell,122,Jennifer Lawrence,Comedy,21000000,236000000,215000000,8.0,2012,7.8
2367,Silver Medallist,Hao Ning,99,Jack Kao,Action,15000000,650000,-14350000,0.0,2009,7.4
2368,Sinister 2,Ciarán Foy,97,Laila Haley,Horror,10000000,27000000,17000000,0.0,2015,5.2
2369,Sinister,Scott Derrickson,110,Danielle Kotch,Horror,3000000,87000000,84000000,0.0,2012,6.8
2370,Skyline,Colin Strause,97,David Zayas,Sci-Fi,10000000,66000000,56000000,0.0,2010,4.4
2371,Slackers,Dewey Nicks,86,Jaime King,Comedy,11000000,5600000,-5400000,0.0,2002,5.3
2372,Sleep Tight,Jaume Balagueró,102,Luis Tosar,Thriller,5000000,15900000,10900000,0.0,2011,7.2
2373,Sleepover,Joe Nussbaum,89,Steve Carell,Comedy,10000000,9000000,-1000000,0.0,2004,5.3
2374,Slither,James Gunn,95,Dustin Milligan,Comedy,15500000,12800000,-2700000,0.0,2006,6.5
2375,Slumdog Millionaire,Danny Boyle,120,Anil Kapoor,Drama,15000000,377000000,362000000,8.0,2008,8.0
2376,Small Apartments,Jonas Ãkerlund,96,Noel Gugliemi,Comedy,2000000,4800000,2800000,0.0,2012,6.1
2377,Smokin' Aces,Joe Carnahan,109,Ryan Reynolds,Action,17000000,57000000,40000000,0.0,2006,6.7
2378,Snatch,Guy Ritchie,104,Jason Statham,Comedy,6000000,83000000,77000000,0.0,2000,8.3
2379,Snatch,Guy Ritchie,104,Jason Statham,Comedy,6000000,83000000,77000000,0.0,2000,8.3
2380,Snitch,Ric Roman Waugh,112,Dwayne Johnson,Action,15000000,57000000,42000000,0.0,2013,6.5
2381,Snitch,Ric Roman Waugh,112,Dwayne Johnson,Action,15000000,57000000,42000000,0.0,2013,6.5
2382,Snow Day,Chris Koch,89,Chris Elliott,Adventure,13000000,62000000,49000000,0.0,2000,4.9
2383,Solitary Man,Brian Koppelman,90,Jenna Fischer,Comedy,15000000,4600000,-10400000,0.0,2009,6.4
2384,Somewhere,Sofia Coppola,97,Nathalie Fay,Comedy,7000000,14000000,7000000,0.0,2010,6.3
2385,Son of God,Christopher Spencer,170,Roma Downey,Biography,22000000,68000000,46000000,0.0,2014,5.6
2386,Song One,Kate Barker-Froyland,86,Anne Hathaway,Drama,6000000,320000,-5680000,0.0,2014,5.8
2387,Songcatcher,Maggie Greenwald,109,Aidan Quinn,Drama,1800000,3200000,1400000,0.0,2000,7.3
2388,Sorority Boys,Wallace Wolodarsky,93,Heather Matarazzo,Comedy,12000000,12000000,0,0.0,2002,5.4
2389,Sorority Row,Stewart Hendler,101,Julian Morris,Horror,16000000,2700000,-13300000,0.0,2009,5.1
2390,Soul Plane,Jessy Terrero,92,Mo'Nique,Comedy,16000000,14000000,-2000000,0.0,2004,4.4
2391,Soul Surfer,Sean McNamara,106,Dennis Quaid,Biography,18000000,43000000,25000000,0.0,2011,7.1
2392,Soul Survivors,Stephen Carpenter,84,Melissa Sagemiller,Thriller,14000000,4000000,-10000000,0.0,2001,3.9
2393,Southland Tales,Richard Kelly,160,Janeane Garofalo,Comedy,17000000,2750000,-14250000,0.0,2006,5.5
2394,Space Battleship Yamato,Takashi Yamazaki,138,Takuya Kimura,Action,12000000,50000000,38000000,0.0,2010,6.1
2395,Space Dogs,Inna Evlannikova,85,Sergey Garmash,Animation,25000000,5000000,-20000000,0.0,2010,5.2
2396,Sparkle,Salim Akil,116,Omari Hardwick,Drama,17000000,24000000,7000000,0.0,2012,5.7
2397,Special,Hal Haberman,81,Michael Rapaport,Comedy,1000000,200000,-800000,0.0,2006,6.9
2398,Spider,David Cronenberg,98,Miranda Richardson,Drama,8000000,5000000,-3000000,0.0,2002,6.8
2399,Spirited Away,Hayao Miyazaki,125,Bunta Sugawara,Animation,19000000,395000000,376000000,2.0,2001,8.6
2400,Spotlight,Tom McCarthy,128,Billy Crudup,Biography,20000000,98000000,78000000,6.0,2015,8.1
2401,Spring Breakers,Harmony Korine,94,James Franco,Crime,5000000,14000000,9000000,0.0,2012,5.3
2402,Spy Kids: All the Time in the World in 4D,Robert Rodriguez,89,Alexa PenaVega,Action,27000000,85000000,58000000,0.0,2011,3.6
2403,St. Trinian's,Oliver Parker,100,Lily Cole,Comedy,13500000,25000000,11500000,0.0,2007,5.8
2404,St. Vincent,Theodore Melfi,102,Bill Murray,Comedy,13000000,54800000,41800000,0.0,2014,7.3
2405,Stake Land,Jim Mickle,98,Connor Paolo,Thriller,650000,7000000,6350000,0.0,2010,6.5
2406,Stealing Harvard,Bruce McCulloch,85,Martin Starr,Comedy,25000000,16000000,-9000000,0.0,2002,5.1
2407,Step Up 2: The Streets,Jon M. Chu,98,Cassie Ventura,Drama,23000000,151000000,128000000,0.0,2008,6.2
2408,Steve Jobs,Danny Boyle,122,Kate Winslet,Biography,30000000,34000000,4000000,2.0,2015,7.2
2409,Still Alice,Richard Glatzer,101,Kristen Stewart,Drama,5000000,43000000,38000000,3.0,2014,7.5
2410,Stoker,Chan-wook Park,99,Mia Wasikowska,Thriller,12000000,12000000,0,0.0,2013,6.8
2411,Stolen Summer,Pete Jones,91,Brian Dennehy,Drama,1500000,1400000,-100000,0.0,2002,6.5
2412,Stomp the Yard,Sylvain White,109,Chris Brown,Drama,14000000,75000000,61000000,0.0,2007,5.2
2413,Stone,John Curran,105,Robert De Niro,Thriller,22000000,8900000,-13100000,0.0,2010,5.4
2414,Stonewall,Roland Emmerich,129,Jeremy Irvine,Drama,13500000,190000,-13310000,0.0,2015,4.5
2415,Stop-Loss,Kimberly Peirce,112,Joseph Gordon-Levitt,Drama,25000000,11800000,-13200000,0.0,2008,6.5
2416,Strange Wilderness,Fred Wolf,87,Kevin Alejandro,Adventure,20000000,7000000,-13000000,0.0,2008,5.3
2417,Strangerland,Kim Farrant,112,Nicholas Hamilton,Drama,10000000,850000,-9150000,0.0,2015,5.2
2418,Straw Dogs,Rod Lurie,110,Alexander Skarsgård,Action,25000000,11000000,-14000000,0.0,2011,5.8
2419,Street Kings,David Ayer,109,Keanu Reeves,Action,20000000,66000000,46000000,0.0,2008,6.8
2420,Summer Storm,Marco Kreuzpaintner,98,Alicja Bachleda,Comedy,2700000,200000,-2500000,0.0,2004,7.4
2421,Sunshine Cleaning,Christine Jeffs,91,Clifton Collins Jr.,Comedy,8000000,17000000,9000000,0.0,2008,6.9
2422,Sunshine State,John Sayles,141,Miguel Ferrer,Drama,5600000,3600000,-2000000,0.0,2002,6.9
2423,Super Size Me,Morgan Spurlock,100,Chemeeka Walker,Comedy,65000,29000000,28935000,0.0,2004,7.3
2424,Super Troopers,Jay Chandrasekhar,100,Geoffrey Arend,Comedy,1200000,23400000,22200000,0.0,2001,7.1
2425,Super,James Gunn,96,Linda Cardellini,Comedy,2500000,324000,-2176000,0.0,2010,6.8
2426,Superbad,Greg Mottola,119,Emma Stone,Comedy,20000000,169000000,149000000,0.0,2007,7.6
2427,Suspect Zero,E. Elias Merhige,99,Harry Lennix,Crime,27000000,11000000,-16000000,0.0,2004,5.9
2428,Swept Away,Guy Ritchie,89,Bruce Greenwood,Comedy,10000000,1000000,-9000000,0.0,2002,3.6
2429,Swimfan,John Polson,85,Erika Christensen,Thriller,8500000,34400000,25900000,0.0,2002,5.0
2430,Swing Vote,Joshua Michael Stern,120,Madeline Carroll,Comedy,21000000,17000000,-4000000,0.0,2008,6.1
2431,Sydney White,Joe Nussbaum,108,Danny Strong,Comedy,16500000,13200000,-3300000,0.0,2007,6.3
2432,Synecdoche New York,Charlie Kaufman,124,Philip Seymour Hoffman,Comedy,21000000,4000000,-17000000,0.0,2008,7.5
2433,Ta Ra Rum Pum,Siddharth Anand,153,Saif Ali Khan,Comedy,6000000,20000000,14000000,0.0,2007,5.4
2434,Tadpole,Gary Winick,78,Bebe Neuwirth,Comedy,150000,3200000,3050000,0.0,2000,6.3
2435,Tae Guk Gi: The Brotherhood of War,Je-kyu Kang,148,Min-sik Choi,Action,12800000,69000000,56200000,0.0,2004,8.1
2436,Take Me Home Tonight,Michael Dowse,97,Topher Grace,Comedy,23000000,7000000,-16000000,0.0,2011,6.3
2437,Take Shelter,Jeff Nichols,121,Katy Mixon,Thriller,5000000,3000000,-2000000,0.0,2011,7.4
2438,Taken,Pierre Morel,93,Liam Neeson,Action,25000000,226000000,201000000,0.0,2008,7.9
2439,Takers,John Luessenhop,107,Paul Walker,Action,20000000,69000000,49000000,0.0,2010,6.2
2440,Teacher's Pet,Timothy Björklund,74,Nathan Lane,Animation,10000000,6000000,-4000000,0.0,2004,5.8
2441,Texas Chainsaw 3D,John Luessenhop,92,Gunnar Hansen,Horror,11000000,53000000,42000000,0.0,2013,4.8
2442,Thank You for Smoking,Jason Reitman,92,J.K. Simmons,Comedy,6500000,39600000,33100000,0.0,2005,7.6
2443,That Awkward Moment,Tom Gormican,94,Mackenzie Davis,Comedy,8000000,26000000,18000000,0.0,2014,6.1
2444,The 33,Patricia Riggen,127,Marco Treviño,Biography,26000000,26000000,0,0.0,2015,6.9
2445,The 40-Year-Old Virgin,Judd Apatow,133,Steve Carell,Comedy,26000000,177000000,151000000,0.0,2005,7.1
2446,The 5th Quarter,Rick Bieber,90,Aidan Quinn,Biography,6000000,2200000,-3800000,0.0,2010,5.7
2447,The Act of Killing,Joshua Oppenheimer,96,Anwar Congo,Biography,1000000,4200000,3200000,0.0,2012,8.2
2448,The Adventurer: The Curse of the Midas Box,Jonathan Newman,100,Ioan Gruffudd,Adventure,25000000,3980000,-21020000,0.0,2013,5.4
2449,The Age of Adaline,Lee Toland Krieger,112,Harrison Ford,Drama,25000000,65600000,40600000,0.0,2015,7.2
2450,The Animal,Luke Greenfield,84,Louis Lombardi,Comedy,22000000,85000000,63000000,0.0,2001,4.8
2451,The Apparition,Todd Lincoln,83,Julianna Guill,Horror,17000000,9700000,-7300000,0.0,2012,4.1
2452,The Artist,Michel Hazanavicius,100,Bérénice Bejo,Comedy,15000000,133000000,118000000,10.0,2011,8.0
2453,The Assassin,Hsiao-Hsien Hou,105,Qi Shu,Action,15000000,15000000,0,0.0,2015,6.4
2454,The Astronaut Farmer,Michael Polish,104,J.K. Simmons,Adventure,13000000,11000000,-2000000,0.0,2006,6.3
2455,The Awakening,Nick Murphy,107,Isaac Hempstead Wright,Horror,3000000,7000000,4000000,0.0,2011,6.5
2456,The Ballad of Jack and Rose,Rebecca Miller,112,Beau Bridges,Drama,1500000,1000000,-500000,0.0,2005,6.7
2457,The Bank Job,Roger Donaldson,111,Jason Statham,Crime,20000000,66000000,46000000,0.0,2008,7.3
2458,The Barbarian Invasions,Denys Arcand,112,Marie-Josée Croze,Comedy,6000000,8700000,2700000,1.0,2003,7.7
2459,The Beaver,Jodie Foster,91,Jennifer Lawrence,Drama,21000000,7000000,-14000000,0.0,2011,6.7
2460,The Best Exotic Marigold Hotel,John Madden,124,Tom Wilkinson,Comedy,10000000,136000000,126000000,0.0,2011,7.3
2461,The Best Man Holiday,Malcolm D. Lee,123,Harold Perrineau,Comedy,17000000,71000000,54000000,0.0,2013,6.7
2462,The Best of Me,Michael Hoffman,118,Luke Bracey,Drama,26000000,35000000,9000000,0.0,2014,6.7
2463,The Best Offer,Giuseppe Tornatore,131,Jim Sturgess,Crime,13500000,1960000,-11540000,0.0,2013,7.8
2464,The Big Short,Adam McKay,130,Ryan Gosling,Biography,28000000,133000000,105000000,0.0,2015,7.8
2465,The Birth of a Nation,Nate Parker,120,Jason Stuart,Biography,10000000,16000000,6000000,0.0,2016,5.4
2466,The Blind Side,John Lee Hancock,129,Catherine Dyer,Biography,29000000,309000000,280000000,1.0,2009,7.7
2467,The Blue Butterfly,Léa Pool,97,William Hurt,Adventure,12500000,310000,-12190000,0.0,2004,6.3
2468,The Book of Mormon Movie Volume 1: The Journey,Gary Rogers,120,Noah Danby,Adventure,2000000,1674000,-326000,0.0,2003,3.3
2469,The Book Thief,Brian Percival,131,Emily Watson,Drama,19000000,7700000,-11300000,0.0,2013,7.6
2470,The Box,Richard Kelly,115,Frank Langella,Drama,16000000,15000000,-1000000,0.0,2009,5.6
2471,The Boy in the Striped Pajamas,Mark Herman,94,Richard Johnson,Drama,12500000,44000000,31500000,2.0,2008,7.8
2472,The Boy Next Door,Rob Cohen,91,Ryan Guzman,Thriller,4000000,52000000,48000000,0.0,2015,4.6
2473,The Bridge of San Luis Rey,Mary McGuckian,120,Robert De Niro,Drama,24000000,12000000,-12000000,0.0,2004,5.1
2474,The Broken Hearts Club: A Romantic Comedy,Greg Berlanti,94,Justin Theroux,Comedy,1000000,2100000,1100000,0.0,2000,7.0
2475,The Brothers Bloom,Rian Johnson,114,Zachary Gordon,Adventure,20000000,5000000,-15000000,0.0,2008,6.9
2476,The Brothers,Gary Hardwick,106,Julie Benz,Comedy,6000000,27000000,21000000,0.0,2001,6.3
2477,The Butterfly Effect,Eric Bress,120,Logan Lerman,Sci-Fi,13000000,96000000,83000000,0.0,2004,7.7
2478,The Cave,Bruce Hunt,93,Eddie Cibrian,Horror,30000000,33100000,3100000,0.0,2005,5.1
2479,The Chorus,Christophe Barratier,97,Jean-Baptiste Maunier,Drama,5500000,84000000,78500000,1.0,2004,7.9
2480,The City of Your Final Destination,James Ivory,117,Alexandra Maria Lara,Drama,8300000,1840000,-6460000,0.0,2009,6.4
2481,The Claim,Michael Winterbottom,115,Milla Jovovich,Drama,20000000,6000000,-14000000,0.0,2000,6.5
2482,The Collection,Marcus Dunstan,82,Daniel Sharman,Action,10000000,9600000,-400000,0.0,2012,6.1
2483,The Conjuring,James Wan,112,Mackenzie Foy,Horror,20000000,319000000,299000000,0.0,2013,7.5
2484,The Conspirator,Robert Redford,122,Robin Wright,Crime,25000000,15000000,-10000000,0.0,2010,7.0
2485,The Contender,Rod Lurie,126,Jeff Bridges,Thriller,20000000,22000000,2000000,0.0,2000,7.0
2486,The Cottage,Paul Andrew Williams,92,Dave Legeno,Comedy,2500000,2000000,-500000,0.0,2008,6.2
2487,The Counselor,Ridley Scott,138,Michael Fassbender,Crime,25000000,63000000,38000000,0.0,2013,5.3
2488,The Covenant,Renny Harlin,97,Laura Ramsey,Action,20000000,37000000,17000000,0.0,2006,5.3
2489,The Crazies,Breck Eisner,101,Radha Mitchell,Horror,20000000,39000000,19000000,0.0,2010,6.5
2490,The Crocodile Hunter: Collision Course,John Stainton,90,Steve Irwin,Action,13000000,33000000,20000000,0.0,2002,5.4
2491,The Damned United,Tom Hooper,98,Stephen Graham,Biography,10000000,4600000,-5400000,0.0,2009,7.6
2492,The Dangerous Lives of Altar Boys,Peter Care,104,Kieran Culkin,Comedy,12000000,2000000,-10000000,0.0,2002,7.1
2493,The Dark Hours,Paul Fox,80,Dov Tiefenbach,Horror,500000,2000000,1500000,0.0,2005,6.1
2494,The Dead Undead,Matthew R. Anderson,89,Johnny Pacar,Action,1100000,1000000,-100000,0.0,2010,3.0
2495,The Death and Life of Bobby Z,John Herzfeld,97,Paul Walker,Action,22000000,24000000,2000000,0.0,2007,5.9
2496,The Debt,John Madden,113,Tom Wilkinson,Thriller,20000000,136000000,116000000,0.0,2010,6.9
2497,The Descent,Neil Marshall,100,MyAnna Buring,Horror,3500000,57000000,53500000,0.0,2005,7.2
2498,The Devil's Double,Lee Tamahori,109,Mem Ferda,Biography,15000000,5300000,-9700000,0.0,2011,7.1
2499,The Devil's Rejects,Rob Zombie,109,Sid Haig,Crime,7000000,21000000,14000000,0.0,2005,6.9
2500,The Diary of a Teenage Girl,Marielle Heller,102,Alexander Skarsgård,Drama,2000000,1500000,-500000,0.0,2015,6.9
2501,The Duchess,Saul Dibb,110,Dominic Cooper,Biography,13500000,43000000,29500000,1.0,2008,6.9
2502,The Emperor's Club,Michael Hoffman,109,Gabriel Millman,Drama,12500000,15000000,2500000,0.0,2002,6.9
2503,The Exorcism of Emily Rose,Scott Derrickson,122,Tom Wilkinson,Thriller,20000000,145000000,125000000,0.0,2005,6.7
2504,The Eye,David Moreau,92,Chloë Grace Moretz,Horror,12000000,56000000,44000000,0.0,2008,5.4
2505,The Family Stone,Thomas Bezucha,103,Craig T. Nelson,Comedy,17000000,92000000,75000000,0.0,2005,6.3
2506,The Fault in Our Stars,Josh Boone,133,Shailene Woodley,Drama,12000000,307000000,295000000,0.0,2014,7.8
2507,The Fighter,David O. Russell,116,Christian Bale,Biography,25000000,93000000,68000000,7.0,2010,7.9
2508,The Forest,Jason Zada,93,Eoin Macken,Horror,10000000,37700000,27700000,0.0,2016,4.8
2509,The Forsaken,J.S. Cardone,90,Brendan Fehr,Horror,5000000,7000000,2000000,0.0,2001,5.3
2510,The Fourth Kind,Olatunde Osunsanmi,98,Milla Jovovich,Mystery,10000000,47000000,37000000,0.0,2009,5.9
2511,The Frozen Ground,Scott Walker,105,Nicolas Cage,Crime,27220000,5000000,-22220000,0.0,2013,6.4
2512,The Gambler,Rupert Wyatt,111,George Kennedy,Crime,25000000,39000000,14000000,0.0,2014,6.0
2513,The Game of Their Lives,David Anspaugh,101,Gerard Butler,Drama,20000000,3900000,-16100000,0.0,2005,6.2
2514,The Gift,Joel Edgerton,108,Busy Philipps,Thriller,5000000,59000000,54000000,0.0,2015,7.1
2515,The Girl Next Door,Luke Greenfield,110,Chris Marquette,Comedy,25000000,14600000,-10400000,0.0,2004,6.8
2516,The Giver,Phillip Noyce,97,Jeff Bridges,Drama,25000000,45000000,20000000,0.0,2014,6.5
2517,The Glass House,Daniel Sackheim,106,Chris Noth,Crime,30000000,23000000,-7000000,0.0,2001,5.8
2518,The Good Girl,Miguel Arteta,93,Jake Gyllenhaal,Drama,5000000,14000000,9000000,0.0,2002,6.5
2519,The Good Night,Jake Paltrow,93,Stephen Graham,Comedy,15000000,560000,-14440000,0.0,2007,5.9
2520,The Good Thief,Neil Jordan,109,Emir Kusturica,Action,25000000,16000000,-9000000,0.0,2002,6.6
2521,The Good the Bad the Weird,Jee-woon Kim,135,Kang-ho Song,Action,10000000,130000000,120000000,0.0,2008,7.3
2522,The Grace Card,David G. Evans,101,Michael Joiner,Drama,200000,2700000,2500000,0.0,2010,6.4
2523,The Great Beauty,Paolo Sorrentino,172,Toni Servillo,Drama,9200000,24000000,14800000,2.0,2013,7.7
2524,The Great Debaters,Denzel Washington,126,Denzel Washington,Biography,15000000,30000000,15000000,0.0,2007,7.6
2525,The Green Inferno,Eli Roth,100,Daryl Sabara,Horror,6000000,7000000,1000000,0.0,2013,5.4
2526,The Grey,Joe Carnahan,117,Liam Neeson,Action,25000000,79000000,54000000,0.0,2011,6.8
2527,The Grudge 2,Takashi Shimizu,137,Sarah Michelle Gellar,Horror,20000000,70000000,50000000,0.0,2006,5.0
2528,The Grudge,Takashi Shimizu,98,Sarah Michelle Gellar,Horror,10000000,187000000,177000000,0.0,2004,5.9
2529,The Guard,John Michael McDonagh,96,Don Cheadle,Comedy,6000000,21000000,15000000,0.0,2011,7.3
2530,The Guru,Daisy von Scherler Mayer,94,Michael McKean,Comedy,11000000,30000000,19000000,0.0,2002,5.4
2531,The Hammer,Charles Herman-Wurmfeld,88,John Enos III,Comedy,850000,470000,-380000,0.0,2007,7.3
2532,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,101,Abigail Spencer,Thriller,9000000,1890000,-7110000,0.0,2013,5.3
2533,The Haunting of Molly Hartley,Mickey Liddell,82,Jessica Lowndes,Thriller,5000000,15500000,10500000,0.0,2008,3.8
2534,The Heart of Me,Thaddeus O'Sullivan,96,Olivia Williams,Drama,7000000,2000000,-5000000,0.0,2002,6.7
2535,The Hebrew Hammer,Jonathan Kesselman,87,Judy Greer,Comedy,1000000,827000,-173000,0.0,2003,6.2
2536,The Help,Tate Taylor,146,Emma Stone,Drama,25000000,217000000,192000000,4.0,2011,8.1
2537,The Hills Have Eyes II,Martin Weisz,89,Jeff Kober,Horror,15000000,25000000,10000000,0.0,2007,5.1
2538,The History Boys,Nicholas Hytner,109,Dominic Cooper,Comedy,2000000,14000000,12000000,0.0,2006,6.9
2539,The Hoax,Lasse Hallström,116,Hope Davis,Comedy,25000000,11000000,-14000000,0.0,2006,6.7
2540,The Hole,Joe Dante,92,Bruce Dern,Adventure,12000000,9000000,-3000000,0.0,2009,5.7
2541,The Holy Girl,Lucrecia Martel,106,Mía Maestro,Drama,1400000,5000000,3600000,0.0,2004,6.7
2542,The Hours,Stephen Daldry,114,Meryl Streep,Drama,25000000,41000000,16000000,1.0,2002,7.6
2543,The House Bunny,Fred Wolf,97,Emma Stone,Comedy,25000000,70000000,45000000,0.0,2008,5.5
2544,The House of Mirth,Terence Davies,135,Eric Stoltz,Drama,10000000,5000000,-5000000,0.0,2000,7.1
2545,The House of the Devil,Ti West,95,Lena Dunham,Horror,900000,1000000,100000,0.0,2009,6.4
2546,The Hundred-Foot Journey,Lasse Hallström,122,Manish Dayal,Comedy,22000000,89500000,67500000,0.0,2014,7.3
2547,The Hunt,Thomas Vinterberg,115,Thomas Bo Larsen,Drama,3800000,16000000,12200000,0.0,2012,8.3
2548,The Hurt Locker,Kathryn Bigelow,131,Jeremy Renner,Drama,15000000,47000000,32000000,6.0,2008,7.6
2549,The I Inside,Roland Suso Richter,90,Stephen Graham,Mystery,8800000,1300000,-7500000,0.0,2004,6.1
2550,The Ides of March,George Clooney,101,Ryan Gosling,Drama,12500000,41000000,28500000,1.0,2011,7.1
2551,The Illusionist,Neil Burger,110,Rufus Sewell,Drama,16000000,87000000,71000000,0.0,2006,7.6
2552,The Imitation Game,Morten Tyldum,114,Benedict Cumberbatch,Biography,14000000,230000000,216000000,4.0,2014,8.1
2553,The Immigrant,James Gray,120,Jeremy Renner,Drama,16000000,6180000,-9820000,0.0,2013,6.6
2554,The Importance of Being Earnest,Oliver Parker,97,Colin Firth,Comedy,15000000,17000000,2000000,0.0,2002,6.9
2555,The In Crowd,Mary Lambert,105,Matthew Settle,Drama,15000000,5000000,-10000000,0.0,2000,4.6
2556,The Informant!,Steven Soderbergh,108,Matt Damon,Comedy,21000000,41000000,20000000,0.0,2009,6.5
2557,The Informers,Gregor Jordan,98,Austin Nichols,Crime,18000000,3800000,-14200000,0.0,2008,5.1
2558,The Invention of Lying,Ricky Gervais,100,Jennifer Garner,Comedy,18500000,32000000,13500000,0.0,2009,6.4
2559,The Iron Lady,Phyllida Lloyd,105,Meryl Streep,Biography,13000000,110000000,97000000,2.0,2011,6.4
2560,The Jacket,John Maybury,94,Jennifer Jason Leigh,Drama,29000000,7000000,-22000000,0.0,2005,7.1
2561,The Joneses,Derrick Borte,96,Demi Moore,Comedy,5000000,7000000,2000000,0.0,2009,6.5
2562,The Jungle Book 2,Steve Trenbirth,72,Haley Joel Osment,Animation,20000000,109000000,89000000,0.0,2003,5.4
2563,The Kids Are All Right,Lisa Cholodenko,106,Josh Hutcherson,Comedy,3500000,34700000,31200000,2.0,2010,7.1
